,result,max_time,min_time,total_thinking_time,total_move,thinking_time
0,1,1.7752979,0.066996336,4.42527,11,"1.7752978801727295,0.6109731197357178,0.303973913192749,0.337982177734375,0.24399423599243164,0.36699748039245605,0.20001792907714844,0.06699633598327637,0.13901853561401367,0.15199780464172363,0.22802042961120605"
