,result,max_time,min_time,total_thinking_time,total_move,thinking_time
0,1,0.0010256767,0.0,0.0130319595,14,"0.0010075569152832031,0.0009951591491699219,0.0009987354278564453,0.000997781753540039,0.0009772777557373047,0.00101470947265625,0.0010139942169189453,0.0010221004486083984,0.000993967056274414,0.0010256767272949219,0.0009760856628417969,0.0010094642639160156,0.00099945068359375,0.0"
